"Status","Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Finrat","Savings","seniorityR","timeR","ageR","expensesR","incomeR","assetsR","debtR","amountR","priceR","finratR","savingsR"
"good",26,"owner",60,41,"married","no_rec","fixed",45,132,0,0,1100,1472,74.7282608695652,4.74545454545455,"sen (14,99]","time (48,99]","age (40,50]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (4,6]"
"good",10,"priv",60,46,"married","no_rec","fixed",75,66,5500,1700,1250,1525,81.9672131147541,-1.248,"sen (8,14]","time (48,99]","age (40,50]","exp (60,80]","inc (0,80]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (-99,0]"
"good",6,"owner",60,33,"married","no_rec","partime",60,140,6000,0,1150,1715,67.0553935860058,4.17391304347826,"sen (3,8]","time (48,99]","age (30,40]","exp (50,60]","inc (110,140]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"good",2,"owner",60,23,"single","no_rec","fixed",35,150,3000,0,2000,4904,40.7830342577488,3.45,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (0,50]","sav (2,4]"
"good",24,"owner",48,39,"married","no_rec","fixed",75,110,3000,0,1150,1379,83.3937635968093,1.46086956521739,"sen (14,99]","time (36,48]","age (30,40]","exp (60,80]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"bad",2,"priv",48,27,"married","no_rec","others",75,59,2500,2200,1200,1530,78.4313725490196,-1.52,"sen (1,3]","time (36,48]","age (25,30]","exp (60,80]","inc (0,80]","asset (0,3e+03]","debt (1.5e+03,2.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (-99,0]"
"good",3,"priv",36,37,"married","no_rec","freelance",45,87,4500,0,900,1596,56.390977443609,1.68,"sen (1,3]","time (24,36]","age (30,40]","exp (40,50]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (0,2]"
"good",1,"parents",48,23,"single","no_rec","fixed",35,139,0,0,650,650,100,7.68,"sen (-1,1]","time (36,48]","age (0,25]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (6,99]"
"good",2,"parents",36,22,"single","no_rec","partime",35,100,25000,0,1400,1850,75.6756756756757,1.67142857142857,"sen (1,3]","time (24,36]","age (0,25]","exp (0,40]","inc (80,110]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (70,80]","sav (0,2]"
"good",16,"rent",60,35,"single","no_rec","fixed",49,135,0,0,1300,1310,99.236641221374,3.96923076923077,"sen (14,99]","time (48,99]","age (30,40]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (2,4]"
"good",5,"owner",48,46,"married","no_rec","fixed",90,137,2000,0,1100,1487,73.9744451916611,2.05090909090909,"sen (3,8]","time (36,48]","age (40,50]","exp (80,1e+04]","inc (110,140]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"good",1,"rent",60,40,"married","no_rec","fixed",57,120,0,0,1500,1737,86.3557858376511,2.52,"sen (-1,1]","time (48,99]","age (30,40]","exp (50,60]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",0,"rent",48,52,"married","no_rec","freelance",35,91,5000,0,800,1794,44.5930880713489,3.36,"sen (-1,1]","time (36,48]","age (50,99]","exp (0,40]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (2,4]"
"good",7,"owner",36,41,"married","no_rec","fixed",75,87,4500,0,2000,2104,95.0570342205323,0.216,"sen (3,8]","time (24,36]","age (40,50]","exp (60,80]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (90,100]","sav (0,2]"
"good",23,"rent",48,57,"single","yes_rec","fixed",49,142,0,0,1300,1450,89.6551724137931,3.43384615384615,"sen (14,99]","time (36,48]","age (50,99]","exp (40,50]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (2,4]"
"good",2,"parents",60,35,"single","no_rec","others",35,65,0,0,1100,1324,83.0815709969789,1.63636363636364,"sen (1,3]","time (48,99]","age (30,40]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"good",10,"owner",6,46,"married","no_rec","freelance",45,464,10000,0,1100,2235,49.2170022371365,2.28545454545455,"sen (8,14]","time (0,12]","age (40,50]","exp (40,50]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (2,4]"
"bad",5,"rent",60,42,"married","yes_rec","freelance",113,83,0,0,1530,1530,100,-1.17647058823529,"sen (3,8]","time (48,99]","age (40,50]","exp (80,1e+04]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (-99,0]"
"bad",0,"other",60,38,"married","yes_rec","fixed",45,183,0,0,1500,1700,88.2352941176471,5.52,"sen (-1,1]","time (48,99]","age (30,40]","exp (40,50]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (4,6]"
"good",0,"owner",48,25,"single","no_rec","fixed",35,126,2800,0,1170,1372,85.2769679300292,3.73333333333333,"sen (-1,1]","time (36,48]","age (0,25]","exp (0,40]","inc (110,140]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (2,4]"
"bad",0,"parents",24,20,"single","no_rec","partime",35,66,0,0,550,550,100,1.35272727272727,"sen (-1,1]","time (12,24]","age (0,25]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (0,2]"
"good",2,"rent",48,24,"single","no_rec","fixed",44,90,0,0,1200,1450,82.7586206896552,1.84,"sen (1,3]","time (36,48]","age (0,25]","exp (40,50]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"good",10,"other",60,57,"married","no_rec","fixed",60,84,9000,0,1400,1423,98.3836964160225,1.02857142857143,"sen (8,14]","time (48,99]","age (50,99]","exp (50,60]","inc (80,110]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (0,2]"
"good",4,"other",60,37,"married","yes_rec","freelance",60,61,0,0,1420,1450,97.9310344827586,0.0422535211267606,"sen (3,8]","time (48,99]","age (30,40]","exp (50,60]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (0,2]"
"good",4,"parents",60,27,"married","no_rec","freelance",35,103,0,0,1050,1214,86.4909390444811,3.88571428571429,"sen (3,8]","time (48,99]","age (25,30]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (2,4]"
"bad",2,"owner",60,31,"married","no_rec","fixed",45,55,4000,800,700,1250,56,0.171428571428571,"sen (1,3]","time (48,99]","age (30,40]","exp (40,50]","inc (0,80]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (0,2]"
"good",43,"other",24,60,"married","no_rec","fixed",60,185,0,0,319,1669,19.1132414619533,9.40438871473354,"sen (14,99]","time (12,24]","age (50,99]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"good",8,"parents",48,34,"single","no_rec","fixed",35,85,0,0,1000,1383,72.3065798987708,2.4,"sen (3,8]","time (36,48]","age (30,40]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"good",9,"owner",48,26,"married","no_rec","fixed",35,101,5000,0,500,1997,25.0375563345018,6.336,"sen (8,14]","time (36,48]","age (25,30]","exp (0,40]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.8e+03,1e+05]","finr (0,50]","sav (6,99]"
"good",8,"priv",48,25,"single","no_rec","fixed",45,180,1500,0,1100,1200,91.6666666666667,5.89090909090909,"sen (3,8]","time (36,48]","age (0,25]","exp (40,50]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (4,6]"
"good",30,"other",48,50,"married","no_rec","fixed",45,220,0,0,600,900,66.6666666666667,14,"sen (14,99]","time (36,48]","age (40,50]","exp (40,50]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (6,99]"
"bad",2,"owner",48,41,"married","no_rec","fixed",60,142,4000,0,2000,2465,81.1359026369168,1.968,"sen (1,3]","time (36,48]","age (40,50]","exp (50,60]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (0,2]"
"good",5,"parents",24,32,"married","no_rec","fixed",35,91,0,0,450,530,84.9056603773585,2.98666666666667,"sen (3,8]","time (12,24]","age (30,40]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (80,90]","sav (2,4]"
"bad",2,"rent",60,62,"married","yes_rec","others",41,57,8000,0,1200,1500,80,0.8,"sen (1,3]","time (48,99]","age (50,99]","exp (40,50]","inc (0,80]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (0,2]"
"good",1,"owner",48,27,"single","yes_rec","fixed",45,62,5000,0,1500,1788,83.8926174496644,0.544,"sen (-1,1]","time (36,48]","age (25,30]","exp (40,50]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (0,2]"
"bad",10,"owner",48,54,"married","no_rec","freelance",35,27,5000,0,1050,1054,99.6204933586338,-0.365714285714286,"sen (8,14]","time (36,48]","age (50,99]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (-99,0]"
"bad",4,"other",36,54,"married","no_rec","freelance",60,37,0,0,250,350,71.4285714285714,-3.312,"sen (3,8]","time (24,36]","age (50,99]","exp (50,60]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (70,80]","sav (-99,0]"
"good",22,"other",24,36,"married","no_rec","fixed",45,176,0,0,700,1428,49.0196078431373,4.49142857142857,"sen (14,99]","time (12,24]","age (30,40]","exp (40,50]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (4,6]"
"good",7,"owner",60,55,"married","no_rec","fixed",45,124,5000,0,800,982,81.4663951120163,5.925,"sen (3,8]","time (48,99]","age (50,99]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (4,6]"
"bad",1,"parents",60,19,"single","no_rec","fixed",45,128,9500,2800,1300,1540,84.4155844155844,2.53846153846154,"sen (-1,1]","time (48,99]","age (0,25]","exp (40,50]","inc (110,140]","asset (8e+03,1e+06]","debt (2.5e+03,1e+06]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"bad",7,"owner",60,31,"married","no_rec","fixed",60,92,3500,991,1050,1158,90.6735751295337,1.26228571428571,"sen (3,8]","time (48,99]","age (30,40]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (0,2]"
"good",7,"other",48,55,"married","no_rec","fixed",75,100,6000,0,1200,1700,70.5882352941177,1,"sen (3,8]","time (36,48]","age (50,99]","exp (60,80]","inc (80,110]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"good",21,"owner",36,37,"married","no_rec","fixed",75,300,7000,3500,1100,1876,58.63539445629,6.21818181818182,"sen (14,99]","time (24,36]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (2.5e+03,1e+06]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (6,99]"
"good",8,"owner",24,51,"married","no_rec","fixed",45,167,8000,0,250,400,62.5,11.712,"sen (3,8]","time (12,24]","age (50,99]","exp (40,50]","inc (140,190]","asset (5e+03,8e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (6,99]"
"good",25,"owner",60,51,"married","no_rec","fixed",60,222,7000,0,1300,1400,92.8571428571429,7.47692307692308,"sen (14,99]","time (48,99]","age (50,99]","exp (50,60]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (6,99]"
"bad",1,"parents",48,22,"single","no_rec","freelance",35,169,10000,0,650,722,90.0277008310249,9.89538461538462,"sen (-1,1]","time (36,48]","age (0,25]","exp (0,40]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (6,99]"
"good",0,"rent",60,57,"married","no_rec","others",43,80,0,0,1200,1515,79.2079207920792,1.85,"sen (-1,1]","time (48,99]","age (50,99]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"bad",5,"rent",48,48,"married","yes_rec","freelance",65,50,0,0,1200,1487,80.6993947545393,-0.6,"sen (3,8]","time (36,48]","age (40,50]","exp (60,80]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (-99,0]"
"good",13,"parents",60,28,"married","no_rec","fixed",35,138,0,0,1080,1192,90.6040268456376,5.72222222222222,"sen (8,14]","time (48,99]","age (25,30]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (4,6]"
"good",2,"rent",36,54,"married","no_rec","fixed",54,187,0,0,1200,2050,58.5365853658537,3.99,"sen (1,3]","time (24,36]","age (50,99]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (2,4]"
"bad",1,"owner",60,53,"married","no_rec","freelance",35,140,8000,0,1600,2222,72.007200720072,3.9375,"sen (-1,1]","time (48,99]","age (50,99]","exp (0,40]","inc (110,140]","asset (5e+03,8e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (70,80]","sav (2,4]"
"good",7,"parents",60,25,"single","no_rec","fixed",35,58,28000,0,1100,1338,82.2122571001495,1.25454545454545,"sen (3,8]","time (48,99]","age (0,25]","exp (0,40]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"good",18,"other",36,42,"single","no_rec","fixed",35,83,0,0,700,1380,50.7246376811594,2.46857142857143,"sen (14,99]","time (24,36]","age (40,50]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (2,4]"
"bad",1,"rent",36,40,"separated","no_rec","others",79,38,0,0,400,400,100,-3.69,"sen (-1,1]","time (24,36]","age (30,40]","exp (60,80]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (-99,0]"
"good",6,"owner",48,35,"married","no_rec","freelance",60,51,3500,350,1300,1588,81.8639798488665,-0.461538461538462,"sen (3,8]","time (36,48]","age (30,40]","exp (50,60]","inc (0,80]","asset (3e+03,5e+03]","debt (0,500]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (-99,0]"
"bad",2,"owner",60,42,"widow","no_rec","others",45,35,6000,0,650,865,75.1445086705202,-0.923076923076923,"sen (1,3]","time (48,99]","age (40,50]","exp (40,50]","inc (0,80]","asset (5e+03,8e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (70,80]","sav (-99,0]"
"good",12,"owner",48,31,"married","no_rec","fixed",60,84,5000,0,700,1702,41.1280846063455,1.64571428571429,"sen (8,14]","time (36,48]","age (30,40]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (0,2]"
"good",7,"parents",60,30,"single","no_rec","fixed",35,95,0,0,900,1158,77.720207253886,4,"sen (3,8]","time (48,99]","age (25,30]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (2,4]"
"good",18,"owner",36,41,"married","no_rec","fixed",45,104,12000,800,900,1607,56.0049782202862,2.04,"sen (14,99]","time (24,36]","age (40,50]","exp (40,50]","inc (80,110]","asset (8e+03,1e+06]","debt (500,1.5e+03]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"good",6,"owner",36,58,"married","no_rec","fixed",60,390,45000,0,1000,2318,43.1406384814495,11.88,"sen (3,8]","time (24,36]","age (50,99]","exp (50,60]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (6,99]"
"good",10,"owner",60,50,"married","no_rec","fixed",75,209,13500,0,1450,1786,81.1870100783875,5.5448275862069,"sen (8,14]","time (48,99]","age (40,50]","exp (60,80]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (4,6]"
"good",7,"priv",48,27,"married","no_rec","fixed",60,71,800,0,800,1505,53.156146179402,0.66,"sen (3,8]","time (36,48]","age (25,30]","exp (50,60]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (0,2]"
"good",1,"parents",36,33,"married","no_rec","fixed",35,200,0,0,600,1580,37.9746835443038,9.9,"sen (-1,1]","time (24,36]","age (30,40]","exp (0,40]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"bad",1,"owner",60,47,"separated","no_rec","fixed",35,48,5000,0,1200,1445,83.0449826989619,0.65,"sen (-1,1]","time (48,99]","age (40,50]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"bad",0,"parents",60,38,"separated","yes_rec","freelance",45,66,0,0,700,1738,40.2761795166858,1.8,"sen (-1,1]","time (48,99]","age (30,40]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (0,2]"
"good",7,"owner",24,41,"married","no_rec","freelance",45,86,6000,0,1200,2676,44.8430493273543,0.82,"sen (3,8]","time (12,24]","age (40,50]","exp (40,50]","inc (80,110]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"bad",16,"owner",36,30,"married","no_rec","fixed",45,82,4500,0,800,975,82.0512820512821,1.665,"sen (14,99]","time (24,36]","age (25,30]","exp (40,50]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (0,2]"
"good",10,"owner",36,49,"married","no_rec","freelance",45,126,5000,0,800,1150,69.5652173913043,3.645,"sen (8,14]","time (24,36]","age (40,50]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (2,4]"
"good",11,"owner",48,53,"married","no_rec","fixed",45,111,5000,0,1300,1763,73.7379466817924,2.43692307692308,"sen (8,14]","time (36,48]","age (50,99]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (2,4]"
"good",20,"owner",48,44,"married","no_rec","fixed",45,87,3000,0,800,1694,47.2255017709563,2.52,"sen (14,99]","time (36,48]","age (40,50]","exp (40,50]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (2,4]"
"good",1,"rent",6,34,"married","no_rec","freelance",99,535,0,0,500,1196,41.8060200668896,5.232,"sen (-1,1]","time (0,12]","age (30,40]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (4,6]"
"good",8,"rent",36,51,"married","yes_rec","freelance",60,104,0,0,400,600,66.6666666666667,3.96,"sen (3,8]","time (24,36]","age (50,99]","exp (50,60]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (2,4]"
"bad",1,"owner",60,36,"married","yes_rec","freelance",45,41,4000,2000,1500,1743,86.0585197934596,-0.96,"sen (-1,1]","time (48,99]","age (30,40]","exp (40,50]","inc (0,80]","asset (3e+03,5e+03]","debt (1.5e+03,2.5e+03]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (-99,0]"
"good",13,"other",48,40,"married","yes_rec","freelance",75,270,0,0,2300,2750,83.6363636363636,4.0695652173913,"sen (8,14]","time (36,48]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (4,6]"
"bad",8,"parents",36,27,"single","no_rec","partime",35,53,0,0,225,350,64.2857142857143,2.88,"sen (3,8]","time (24,36]","age (25,30]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (2,4]"
"bad",1,"owner",36,38,"married","no_rec","freelance",90,49,7000,300,1200,1619,74.1198270537369,-1.32,"sen (-1,1]","time (24,36]","age (30,40]","exp (80,1e+04]","inc (0,80]","asset (5e+03,8e+03]","debt (0,500]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (-99,0]"
"good",13,"other",60,40,"married","no_rec","fixed",60,140,0,0,700,1465,47.7815699658703,6.85714285714286,"sen (8,14]","time (48,99]","age (30,40]","exp (50,60]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (6,99]"
"good",2,"parents",60,24,"single","no_rec","fixed",35,67,0,0,316,1080,29.2592592592593,6.07594936708861,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (6,99]"
